comment,case_folding,cleaning,normalisasi,tokenisasi,stopword_removal,stemming,score,sentiment_label,sentiment_encoded
"klau saya sih SIM nga apa2 ada perpanjang tiap 5thn,yang saya harap pajak kendaraan yng di hapus cukup 1x saat pembelian kendaraan","klau saya sih sim nga apa2 ada perpanjang tiap 5thn,yang saya harap pajak kendaraan yng di hapus cukup 1x saat pembelian kendaraan",klau saya sih sim nga apa ada perpanjang tiap thnyang saya harap pajak kendaraan yng di hapus cukup x saat pembelian kendaraan,kalau saya sih sim tidak apa ada perpanjang tiap thnyang saya harap pajak kendaraan yang di hapus cukup kali saat pembelian kendaraan,"['kalau', 'saya', 'sih', 'sim', 'tidak', 'apa', 'ada', 'perpanjang', 'tiap', 'thnyang', 'saya', 'harap', 'pajak', 'kendaraan', 'yang', 'di', 'hapus', 'cukup', 'kali', 'saat', 'pembelian', 'kendaraan']","['sih', 'sim', 'tidak', 'perpanjang', 'thnyang', 'harap', 'pajak', 'kendaraan', 'hapus', 'kali', 'pembelian', 'kendaraan']","['sih', 'sim', 'tidak', 'panjang', 'thnyang', 'harap', 'pajak', 'kendara', 'hapus', 'kali', 'beli', 'kendara']",-2,Negatif,0
slip terbaru byon enak d edit penipu min kalo dulu ada tulisan bsi d belakang ketika d edit mudah d ketahui oleh kami yg awam,slip terbaru byon enak d edit penipu min kalo dulu ada tulisan bsi d belakang ketika d edit mudah d ketahui oleh kami yg awam,slip terbaru byon enak d edit penipu min kalo dulu ada tulisan bsi d belakang ketika d edit mudah d ketahui oleh kami yg awam,slip terbaru byon enak di edit penipu min kalau dulu ada tulisan bsi di belakang ketika di edit mudah di ketahui oleh kami yang awam,"['slip', 'terbaru', 'byon', 'enak', 'di', 'edit', 'penipu', 'min', 'kalau', 'dulu', 'ada', 'tulisan', 'bsi', 'di', 'belakang', 'ketika', 'di', 'edit', 'mudah', 'di', 'ketahui', 'oleh', 'kami', 'yang', 'awam']","['slip', 'terbaru', 'byon', 'enak', 'edit', 'penipu', 'min', 'tulisan', 'edit', 'mudah', 'ketahui', 'awam']","['slip', 'baru', 'byon', 'enak', 'edit', 'tipu', 'min', 'tulis', 'edit', 'mudah', 'tahu', 'awam']",-1,Negatif,0
tdk ada islami2 nya aplikasinya,tdk ada islami2 nya aplikasinya,tdk ada islami nya aplikasinya,tidak ada islami ya aplikasinya,"['tidak', 'ada', 'islami', 'ya', 'aplikasinya']","['tidak', 'islami', 'aplikasinya']","['tidak', 'islami', 'aplikasi']",-2,Negatif,0
"kak aku transaksi qris, saldo kepotong tapi pembayaran gagal dan saldo ku gak balik. itu gimana ya?😭 ga banyak² amat sih tp sumpah bikin ribet + malu2in","kak aku transaksi qris, saldo kepotong tapi pembayaran gagal dan saldo ku gak balik. itu gimana ya?😭 ga banyak² amat sih tp sumpah bikin ribet + malu2in",kak aku transaksi qris saldo kepotong tapi pembayaran gagal dan saldo ku gak balik itu gimana ya ga banyak amat sih tp sumpah bikin ribet  maluin,kak akun transaksi qris saldo kepotong tapi pembayaran gagal dan saldo ku tidak balik itu bagaimana ya tidak banyak amat sih otp sumpah buat sulit maluin,"['kak', 'akun', 'transaksi', 'qris', 'saldo', 'kepotong', 'tapi', 'pembayaran', 'gagal', 'dan', 'saldo', 'ku', 'tidak', 'balik', 'itu', 'bagaimana', 'ya', 'tidak', 'banyak', 'amat', 'sih', 'otp', 'sumpah', 'buat', 'sulit', 'maluin']","['akun', 'transaksi', 'qris', 'saldo', 'kepotong', 'pembayaran', 'gagal', 'saldo', 'tidak', 'tidak', 'sih', 'otp', 'sumpah', 'sulit', 'maluin']","['akun', 'transaksi', 'qris', 'saldo', 'potong', 'bayar', 'gagal', 'saldo', 'tidak', 'tidak', 'sih', 'otp', 'sumpah', 'sulit', 'maluin']",-1,Negatif,0
sudah download & mau login kok nggak bisa2 ya kak?,sudah download & mau login kok nggak bisa2 ya kak?,sudah download  mau login kok nggak bisa ya kak,sudah download mau masuk kok tidak bisa ya kak,"['sudah', 'download', 'mau', 'masuk', 'kok', 'tidak', 'bisa', 'ya', 'kak']","['download', 'masuk', 'tidak']","['download', 'masuk', 'tidak']",-2,Negatif,0
sy sdh download tapi nomer yg terdaftar sdh hangus gimana solusinya?,sy sdh download tapi nomer yg terdaftar sdh hangus gimana solusinya?,sy sdh download tapi nomer yg terdaftar sdh hangus gimana solusinya,saya sedih download tapi nomor yang terdaftar sedih hangus bagaimana solusinya,"['saya', 'sedih', 'download', 'tapi', 'nomor', 'yang', 'terdaftar', 'sedih', 'hangus', 'bagaimana', 'solusinya']","['sedih', 'download', 'nomor', 'terdaftar', 'sedih', 'hangus', 'solusinya']","['sedih', 'download', 'nomor', 'daftar', 'sedih', 'hangus', 'solusi']",-2,Negatif,0
"Konsumen kritik pun dibatasi, astaga developer 😓","konsumen kritik pun dibatasi, astaga developer 😓",konsumen kritik pun dibatasi astaga developer ,konsumen kritik pun dibatasi astaga developer,"['konsumen', 'kritik', 'pun', 'dibatasi', 'astaga', 'developer']","['konsumen', 'kritik', 'dibatasi', 'astaga', 'developer']","['konsumen', 'kritik', 'batas', 'astaga', 'developer']",-2,Negatif,0
"alah aplikasinya error , mending bsi mobile yg kmren , mw log in overlapping popus mulu 😬 segala cara udah d coba , gak bisa d pkai cokkk","alah aplikasinya error , mending bsi mobile yg kmren , mw log in overlapping popus mulu 😬 segala cara udah d coba , gak bisa d pkai cokkk",alah aplikasinya error  mending bsi mobile yg kmren  mw log in overlapping popus mulu  segala cara udah d coba  gak bisa d pkai cokkk,alah aplikasinya error mending bsi mobile yang kemarin mau log pin overlapping popus mulu segala cara sudah di coba tidak bisa di pakai cokkk,"['alah', 'aplikasinya', 'error', 'mending', 'bsi', 'mobile', 'yang', 'kemarin', 'mau', 'log', 'pin', 'overlapping', 'popus', 'mulu', 'segala', 'cara', 'sudah', 'di', 'coba', 'tidak', 'bisa', 'di', 'pakai', 'cokkk']","['alah', 'aplikasinya', 'error', 'mending', 'mobile', 'kemarin', 'log', 'pin', 'overlapping', 'popus', 'mulu', 'coba', 'tidak', 'pakai', 'cokkk']","['alah', 'aplikasi', 'error', 'mending', 'mobile', 'kemarin', 'log', 'pin', 'overlapping', 'popus', 'mulu', 'coba', 'tidak', 'pakai', 'cokkk']",-4,Negatif,0
blm 1 bulan di pakek ni aplikasi udh bnyak ganguan,blm 1 bulan di pakek ni aplikasi udh bnyak ganguan,blm  bulan di pakek ni aplikasi udh bnyak ganguan,belum bulan di pakai nih aplikasi sudah banyak ganguan,"['belum', 'bulan', 'di', 'pakai', 'nih', 'aplikasi', 'sudah', 'banyak', 'ganguan']","['pakai', 'nih', 'aplikasi', 'ganguan']","['pakai', 'nih', 'aplikasi', 'ganguan']",-1,Negatif,0
":Dengan kerendahan hati saya minta maaf atas khilafan saya.
saya memang sering bercanda dengan siapa pun (ucap Agus👊)",":dengan kerendahan hati saya minta maaf atas khilafan saya.
saya memang sering bercanda dengan siapa pun (ucap agus👊)","dengan kerendahan hati saya minta maaf atas khilafan saya
saya memang sering bercanda dengan siapa pun ucap agus",dengan kerendahan hati saya meminta maaf atas khilafan saya saya memang sering bercanda dengan siapa pun ucap agus,"['dengan', 'kerendahan', 'hati', 'saya', 'meminta', 'maaf', 'atas', 'khilafan', 'saya', 'saya', 'memang', 'sering', 'bercanda', 'dengan', 'siapa', 'pun', 'ucap', 'agus']","['kerendahan', 'hati', 'khilafan', 'bercanda', 'agus']","['rendah', 'hati', 'khilaf', 'canda', 'agus']",-3,Negatif,0
"BSI ERROR LAGI YA, SETENGAH JAM LALU DI TF DARI BRI KE BSI STATUS BERHASIL, TAPI UANG GAK ADA MASUK KE REK SAYA, BOLAK BALIK CEK MUTASI GAK ADA JUGA, ANJ BANGET EMANG BSI GANGGU MOBILITAS ORANG AJA.","bsi error lagi ya, setengah jam lalu di tf dari bri ke bsi status berhasil, tapi uang gak ada masuk ke rek saya, bolak balik cek mutasi gak ada juga, anj banget emang bsi ganggu mobilitas orang aja.",bsi error lagi ya setengah jam lalu di tf dari bri ke bsi status berhasil tapi uang gak ada masuk ke rek saya bolak balik cek mutasi gak ada juga anj banget emang bsi ganggu mobilitas orang aja,bsi error lagi ya setengah jam lalu di transfer dari bri ke bsi status berhasil tapi uang tidak ada masuk ke rekening saya bolak balik cek riwayat tidak ada juga anjing banget memang bsi ganggu mobilitas orang saja,"['bsi', 'error', 'lagi', 'ya', 'setengah', 'jam', 'lalu', 'di', 'transfer', 'dari', 'bri', 'ke', 'bsi', 'status', 'berhasil', 'tapi', 'uang', 'tidak', 'ada', 'masuk', 'ke', 'rekening', 'saya', 'bolak', 'balik', 'cek', 'riwayat', 'tidak', 'ada', 'juga', 'anjing', 'banget', 'memang', 'bsi', 'ganggu', 'mobilitas', 'orang', 'saja']","['error', 'jam', 'transfer', 'bri', 'status', 'berhasil', 'uang', 'tidak', 'masuk', 'rekening', 'bolak', 'cek', 'riwayat', 'tidak', 'anjing', 'banget', 'ganggu', 'mobilitas', 'orang']","['error', 'jam', 'transfer', 'bri', 'status', 'hasil', 'uang', 'tidak', 'masuk', 'rekening', 'bolak', 'cek', 'riwayat', 'tidak', 'anjing', 'banget', 'ganggu', 'mobilitas', 'orang']",-5,Negatif,0
ganti hp kalau yang camera depannya buram 😅,ganti hp kalau yang camera depannya buram 😅,ganti hp kalau yang camera depannya buram ,ubah hp kalau yang camera depannya buram,"['ubah', 'hp', 'kalau', 'yang', 'camera', 'depannya', 'buram']","['ubah', 'camera', 'depannya', 'buram']","['ubah', 'camera', 'depan', 'buram']",-1,Negatif,0
klo BSI mobile ini terblokir ngak y,klo bsi mobile ini terblokir ngak y,klo bsi mobile ini terblokir ngak y,kalau bsi mobile ini terblokir tidak iya,"['kalau', 'bsi', 'mobile', 'ini', 'terblokir', 'tidak', 'iya']","['mobile', 'terblokir', 'tidak', 'iya']","['mobile', 'blokir', 'tidak', 'iya']",-2,Negatif,0
"ikut freelance balas chat ngebantu bgt pls, baru 1 bulan sudah bisa bantu orangtua nyesel baru tau skrg 😭😭ada yg mau saya ajari? dm aja","ikut freelance balas chat ngebantu bgt pls, baru 1 bulan sudah bisa bantu orangtua nyesel baru tau skrg 😭😭ada yg mau saya ajari? dm aja",ikut freelance balas chat ngebantu bgt pls baru  bulan sudah bisa bantu orangtua nyesel baru tau skrg ada yg mau saya ajari dm aja,ikut freelance balas chat membantu banget tolong baru bulan sudah bisa bantuan orangtua menyesal baru tau sekarang ada yang mau saya ajari dm saja,"['ikut', 'freelance', 'balas', 'chat', 'membantu', 'banget', 'tolong', 'baru', 'bulan', 'sudah', 'bisa', 'bantuan', 'orangtua', 'menyesal', 'baru', 'tau', 'sekarang', 'ada', 'yang', 'mau', 'saya', 'ajari', 'dm', 'saja']","['freelance', 'balas', 'chat', 'membantu', 'banget', 'bantuan', 'orangtua', 'menyesal', 'tau', 'ajari']","['freelance', 'balas', 'chat', 'bantu', 'banget', 'bantu', 'orangtua', 'sesal', 'tau', 'ajar']",1,Positif,1
bukti tf min wee gabisa nih di dowload di bagikan tidak bisa,bukti tf min wee gabisa nih di dowload di bagikan tidak bisa,bukti tf min wee gabisa nih di dowload di bagikan tidak bisa,bukti transfer min wee tidak bisa nih di dowload di bagikan tidak bisa,"['bukti', 'transfer', 'min', 'wee', 'tidak', 'bisa', 'nih', 'di', 'dowload', 'di', 'bagikan', 'tidak', 'bisa']","['bukti', 'transfer', 'min', 'wee', 'tidak', 'nih', 'dowload', 'bagikan', 'tidak']","['bukti', 'transfer', 'min', 'wee', 'tidak', 'nih', 'dowload', 'bagi', 'tidak']",-3,Negatif,0
"min itu hubungkan e wallet nya cuma ke link sma ovo doang ya? gopay, spay, dana gitu engga ada kah kya di livin?","min itu hubungkan e wallet nya cuma ke link sma ovo doang ya? gopay, spay, dana gitu engga ada kah kya di livin?",min itu hubungkan e wallet nya cuma ke link sma ovo doang ya gopay spay dana gitu engga ada kah kya di livin,min itu hubungkan e wallet ya cuma ke link sama ovo doang ya gopay spay uang begitu tidak ada kah kaya di livin,"['min', 'itu', 'hubungkan', 'e', 'wallet', 'ya', 'cuma', 'ke', 'link', 'sama', 'ovo', 'doang', 'ya', 'gopay', 'spay', 'uang', 'begitu', 'tidak', 'ada', 'kah', 'kaya', 'di', 'livin']","['min', 'hubungkan', 'wallet', 'link', 'ovo', 'doang', 'gopay', 'spay', 'uang', 'tidak', 'kah', 'kaya', 'livin']","['min', 'hubung', 'wallet', 'link', 'ovo', 'doang', 'gopay', 'spay', 'uang', 'tidak', 'kah', 'kaya', 'livin']",-1,Negatif,0
apakah kalian Masi ragu dengan kuasa ALLAH...,apakah kalian masi ragu dengan kuasa allah...,apakah kalian masi ragu dengan kuasa allah,apakah kalian masih ragu dengan kuasa allah,"['apakah', 'kalian', 'masih', 'ragu', 'dengan', 'kuasa', 'allah']","['ragu', 'kuasa', 'allah']","['ragu', 'kuasa', 'allah']",1,Positif,1
kenapa nama aplikasinya gk mengandung unsur syariah 😂😭,kenapa nama aplikasinya gk mengandung unsur syariah 😂😭,kenapa nama aplikasinya gk mengandung unsur syariah ,kenapa nama aplikasinya tidak mengandung unsur syariah,"['kenapa', 'nama', 'aplikasinya', 'tidak', 'mengandung', 'unsur', 'syariah']","['nama', 'aplikasinya', 'tidak', 'mengandung', 'unsur', 'syariah']","['nama', 'aplikasi', 'tidak', 'kandung', 'unsur', 'syariah']",-2,Negatif,0
"gamau, katanya pakai qris akan kena pajak 😏😂","gamau, katanya pakai qris akan kena pajak 😏😂",gamau katanya pakai qris akan kena pajak ,tidak mau katanya pakai qris akan kena pajak,"['tidak', 'mau', 'katanya', 'pakai', 'qris', 'akan', 'kena', 'pajak']","['tidak', 'pakai', 'qris', 'kena', 'pajak']","['tidak', 'pakai', 'qris', 'kena', 'pajak']",-3,Negatif,0
bisa cetak rekening koran via bsi mobile ga?,bisa cetak rekening koran via bsi mobile ga?,bisa cetak rekening koran via bsi mobile ga,bisa cetak rekening koran via bsi mobile tidak,"['bisa', 'cetak', 'rekening', 'koran', 'via', 'bsi', 'mobile', 'tidak']","['cetak', 'rekening', 'koran', 'via', 'mobile', 'tidak']","['cetak', 'rekening', 'koran', 'via', 'mobile', 'tidak']",-1,Negatif,0
"Gimana cara mengatasi/mengembalikan saldo tertahan di byond, Kak ?","gimana cara mengatasi/mengembalikan saldo tertahan di byond, kak ?",gimana cara mengatasimengembalikan saldo tertahan di byond kak ,bagaimana cara mengatasimengembalikan saldo tertahan di byond kak,"['bagaimana', 'cara', 'mengatasimengembalikan', 'saldo', 'tertahan', 'di', 'byond', 'kak']","['mengatasimengembalikan', 'saldo', 'tertahan']","['mengatasimengembalikan', 'saldo', 'tahan']",1,Positif,1
lambat sekali,lambat sekali,lambat sekali,lambat sekali,"['lambat', 'sekali']",['lambat'],['lambat'],1,Positif,1
Verifikasi emailnya susah bgt kak gak masuk”,verifikasi emailnya susah bgt kak gak masuk”,verifikasi emailnya susah bgt kak gak masuk,verifikasi emailnya sulit banget kak tidak masuk,"['verifikasi', 'emailnya', 'sulit', 'banget', 'kak', 'tidak', 'masuk']","['verifikasi', 'emailnya', 'sulit', 'banget', 'tidak', 'masuk']","['verifikasi', 'email', 'sulit', 'banget', 'tidak', 'masuk']",-1,Negatif,0
selalu gagal.. maaf gagal gitu,selalu gagal.. maaf gagal gitu,selalu gagal maaf gagal gitu,selalu gagal maaf gagal begitu,"['selalu', 'gagal', 'maaf', 'gagal', 'begitu']","['gagal', 'gagal']","['gagal', 'gagal']",-2,Negatif,0
gagal terus kk ... Lw pakai wifi pun tk bs,gagal terus kk ... lw pakai wifi pun tk bs,gagal terus kk  lw pakai wifi pun tk bs,gagal terus kakak kalau pakai wifi pun tak bisa,"['gagal', 'terus', 'kakak', 'kalau', 'pakai', 'wifi', 'pun', 'tak', 'bisa']","['gagal', 'pakai', 'wifi']","['gagal', 'pakai', 'wifi']",-1,Negatif,0
"kak aku baru mau buat rekening tapi ga bisa, ktnya dataku udah dipake pdhal baru pertam kali mau buat rekening","kak aku baru mau buat rekening tapi ga bisa, ktnya dataku udah dipake pdhal baru pertam kali mau buat rekening",kak aku baru mau buat rekening tapi ga bisa ktnya dataku udah dipake pdhal baru pertam kali mau buat rekening,kak akun baru mau buat rekening tapi tidak bisa katanya dataku sudah dipakai padahal baru pertam kali mau buat rekening,"['kak', 'akun', 'baru', 'mau', 'buat', 'rekening', 'tapi', 'tidak', 'bisa', 'katanya', 'dataku', 'sudah', 'dipakai', 'padahal', 'baru', 'pertam', 'kali', 'mau', 'buat', 'rekening']","['akun', 'rekening', 'tidak', 'dataku', 'dipakai', 'pertam', 'kali', 'rekening']","['akun', 'rekening', 'tidak', 'data', 'pakai', 'tam', 'kali', 'rekening']",-2,Negatif,0
"kak ini aman nggak dananya, walaupun belum ambil butabnya?","kak ini aman nggak dananya, walaupun belum ambil butabnya?",kak ini aman nggak dananya walaupun belum ambil butabnya,kak ini aman tidak dananya walaupun belum ambil butabnya,"['kak', 'ini', 'aman', 'tidak', 'dananya', 'walaupun', 'belum', 'ambil', 'butabnya']","['aman', 'tidak', 'dananya', 'ambil', 'butabnya']","['aman', 'tidak', 'dana', 'ambil', 'butabnya']",-1,Negatif,0
jadi saldo tertahan itu gapp?,jadi saldo tertahan itu gapp?,jadi saldo tertahan itu gapp,jadi saldo tertahan itu gapp,"['jadi', 'saldo', 'tertahan', 'itu', 'gapp']","['saldo', 'tertahan', 'gapp']","['saldo', 'tahan', 'gapp']",1,Positif,1
kak byond eror lagi ya? cek mutasi uang sudah masuk tapi saldo ga bertambah sudah 3 hari saya tunggu tetap sama,kak byond eror lagi ya? cek mutasi uang sudah masuk tapi saldo ga bertambah sudah 3 hari saya tunggu tetap sama,kak byond eror lagi ya cek mutasi uang sudah masuk tapi saldo ga bertambah sudah  hari saya tunggu tetap sama,kak byond error lagi ya cek riwayat uang sudah masuk tapi saldo tidak bertambah sudah hari saya tunggu tetap sama,"['kak', 'byond', 'error', 'lagi', 'ya', 'cek', 'riwayat', 'uang', 'sudah', 'masuk', 'tapi', 'saldo', 'tidak', 'bertambah', 'sudah', 'hari', 'saya', 'tunggu', 'tetap', 'sama']","['error', 'cek', 'riwayat', 'uang', 'masuk', 'saldo', 'tidak', 'bertambah', 'tunggu']","['error', 'cek', 'riwayat', 'uang', 'masuk', 'saldo', 'tidak', 'tambah', 'tunggu']",-2,Negatif,0
Kak punya ku terblokir padahal pin nya sama🥺eh katanya salah jadi terblokir terus aku perbaiki lewat lupa pin malah nomer ku yang terblokir,kak punya ku terblokir padahal pin nya sama🥺eh katanya salah jadi terblokir terus aku perbaiki lewat lupa pin malah nomer ku yang terblokir,kak punya ku terblokir padahal pin nya samaeh katanya salah jadi terblokir terus aku perbaiki lewat lupa pin malah nomer ku yang terblokir,kak punya ku terblokir padahal pin ya samaeh katanya salah jadi terblokir terus akun perbaiki lewat lupa pin malah nomor ku yang terblokir,"['kak', 'punya', 'ku', 'terblokir', 'padahal', 'pin', 'ya', 'samaeh', 'katanya', 'salah', 'jadi', 'terblokir', 'terus', 'akun', 'perbaiki', 'lewat', 'lupa', 'pin', 'malah', 'nomor', 'ku', 'yang', 'terblokir']","['terblokir', 'pin', 'samaeh', 'salah', 'terblokir', 'akun', 'perbaiki', 'lupa', 'pin', 'nomor', 'terblokir']","['blokir', 'pin', 'samaeh', 'salah', 'blokir', 'akun', 'baik', 'lupa', 'pin', 'nomor', 'blokir']",-4,Negatif,0
Kak punya saya saldo tertahan nya sampe 2.3 jt gitu,kak punya saya saldo tertahan nya sampe 2.3 jt gitu,kak punya saya saldo tertahan nya sampe  jt gitu,kak punya saya saldo tertahan ya sampai juta begitu,"['kak', 'punya', 'saya', 'saldo', 'tertahan', 'ya', 'sampai', 'juta', 'begitu']","['saldo', 'tertahan', 'juta']","['saldo', 'tahan', 'juta']",2,Positif,1
"Ini kenapa gabisa transfer ih, error mulu🥲","ini kenapa gabisa transfer ih, error mulu🥲",ini kenapa gabisa transfer ih error mulu,ini kenapa tidak bisa transfer ih error mulu,"['ini', 'kenapa', 'tidak', 'bisa', 'transfer', 'ih', 'error', 'mulu']","['tidak', 'transfer', 'error', 'mulu']","['tidak', 'transfer', 'error', 'mulu']",-2,Negatif,0
kak gmna cara narik saldo autosave? soalnya kan jadi ada 2 rek jdi bngung,kak gmna cara narik saldo autosave? soalnya kan jadi ada 2 rek jdi bngung,kak gmna cara narik saldo autosave soalnya kan jadi ada  rek jdi bngung,kak bagaimana cara tarik saldo autosave soalnya kan jadi ada rekening jadi bngung,"['kak', 'bagaimana', 'cara', 'tarik', 'saldo', 'autosave', 'soalnya', 'kan', 'jadi', 'ada', 'rekening', 'jadi', 'bngung']","['tarik', 'saldo', 'autosave', 'rekening', 'bngung']","['tarik', 'saldo', 'autosave', 'rekening', 'bngung']",2,Positif,1
Kak kenapa di byond gak ada fitur update Saldo e-money yaa? sebelum nya di BSI mobile ada. jadi aku bingung update nya gimana sekarang. aku isi e-money tapi gak masuk saldo ke kartunya🥺,kak kenapa di byond gak ada fitur update saldo e-money yaa? sebelum nya di bsi mobile ada. jadi aku bingung update nya gimana sekarang. aku isi e-money tapi gak masuk saldo ke kartunya🥺,kak kenapa di byond gak ada fitur update saldo emoney yaa sebelum nya di bsi mobile ada jadi aku bingung update nya gimana sekarang aku isi emoney tapi gak masuk saldo ke kartunya,kak kenapa di byond tidak ada fitur update saldo emoney ya sebelum ya di bsi mobile ada jadi akun bingung update ya bagaimana sekarang akun isi ulang emoney tapi tidak masuk saldo ke kartunya,"['kak', 'kenapa', 'di', 'byond', 'tidak', 'ada', 'fitur', 'update', 'saldo', 'emoney', 'ya', 'sebelum', 'ya', 'di', 'bsi', 'mobile', 'ada', 'jadi', 'akun', 'bingung', 'update', 'ya', 'bagaimana', 'sekarang', 'akun', 'isi', 'ulang', 'emoney', 'tapi', 'tidak', 'masuk', 'saldo', 'ke', 'kartunya']","['tidak', 'fitur', 'update', 'saldo', 'emoney', 'mobile', 'akun', 'bingung', 'update', 'akun', 'isi', 'ulang', 'emoney', 'tidak', 'masuk', 'saldo', 'kartunya']","['tidak', 'fitur', 'update', 'saldo', 'emoney', 'mobile', 'akun', 'bingung', 'update', 'akun', 'isi', 'ulang', 'emoney', 'tidak', 'masuk', 'saldo', 'kartu']",-1,Negatif,0
